Date,Consumption
2007-05-03,1374.726
2007-05-04,1363.1809999999996
2007-05-05,1157.579
2007-05-06,1033.4050000000002
2007-05-07,1389.3960000000006
2007-05-08,1422.0310000000006
2007-05-09,1434.6239999999998
2007-05-10,1413.3840000000002
2007-05-11,1414.225
2007-05-12,1183.749
2007-05-13,1058.64
2007-05-14,1393.6189999999995
2007-05-15,1394.495
2007-05-16,1380.842
2007-05-17,1086.609
2007-05-18,1210.026
2007-05-19,1105.205
2007-05-20,1020.5320000000003
2007-05-21,1365.7229999999995
2007-05-22,1387.172
2007-05-23,1374.524
2007-05-24,1381.4500000000005
2007-05-25,1375.0749999999994
2007-05-26,1143.336
2007-05-27,972.9740000000003
2007-05-28,1010.2560000000003
2007-05-29,1368.0660000000005
2007-05-30,1356.5559999999996
2007-05-31,1351.997
2007-06-01,1349.4730000000004
2007-06-02,1149.59
2007-06-03,1029.2389999999998
2007-06-04,1352.52
2007-06-05,1368.8020000000001
2007-06-06,1364.5310000000004
2007-06-07,1163.9540000000004
2007-06-08,1291.5839999999996
2007-06-09,1145.4320000000002
2007-06-10,1043.243
2007-06-11,1382.614
2007-06-12,1402.8220000000006
2007-06-13,1392.6849999999995
2007-06-14,1394.0729999999999
2007-06-15,1393.974
2007-06-16,1166.588
2007-06-17,1044.366
2007-06-18,1380.744
2007-06-19,1395.691
2007-06-20,1416.3180000000002
2007-06-21,1405.108
2007-06-22,1367.783
2007-06-23,1147.4640000000004
2007-06-24,1038.627
2007-06-25,1377.469
2007-06-26,1416.0169999999994
2007-06-27,1439.9
2007-06-28,1380.9810000000002
2007-06-29,1361.3959999999995
2007-06-30,1161.874
2007-07-01,1045.5839999999996
2007-07-02,1369.4709999999998
2007-07-03,1375.39
2007-07-04,1366.0849999999996
2007-07-05,1386.8219999999994
2007-07-06,1387.8319999999994
2007-07-07,1183.6960000000001
2007-07-08,1037.251
2007-07-09,1346.0850000000005
2007-07-10,1347.019
2007-07-11,1365.205
2007-07-12,1366.8470000000002
2007-07-13,1346.5009999999995
2007-07-14,1143.953
2007-07-15,1037.757
2007-07-16,1360.8299999999995
2007-07-17,1374.629
2007-07-18,1372.019
2007-07-19,1370.079
2007-07-20,1356.9290000000005
2007-07-21,1146.0380000000002
2007-07-22,1033.9640000000004
2007-07-23,1335.6540000000002
2007-07-24,1383.808
2007-07-25,1358.899
2007-07-26,1343.7610000000002
2007-07-27,1341.8880000000004
2007-07-28,1134.28
2007-07-29,1035.0210000000004
2007-07-30,1338.6100000000004
2007-07-31,1323.2549999999997
2007-08-01,1313.2959999999996
2007-08-02,1355.736
2007-08-03,1277.31
2007-08-04,1101.3419999999999
2007-08-05,1039.507
2007-08-06,1341.3969999999995
2007-08-07,1395.2379999999994
2007-08-08,1371.9980000000005
2007-08-09,1344.0379999999998
2007-08-10,1328.2479999999996
2007-08-11,1104.216
2007-08-12,997.3760000000003
2007-08-13,1300.651
2007-08-14,1346.987
2007-08-15,1348.5520000000001
2007-08-16,1308.936
2007-08-17,1281.5839999999996
2007-08-18,1127.3930000000005
2007-08-19,1025.3
2007-08-20,1373.4029999999998
2007-08-21,1393.0590000000002
2007-08-22,1411.9630000000006
2007-08-23,1406.4779999999996
2007-08-24,1360.429
2007-08-25,1138.67
2007-08-26,1025.3669999999997
2007-08-27,1364.066
2007-08-28,1390.286
2007-08-29,1422.812
2007-08-30,1421.014
2007-08-31,1404.533
2007-09-01,1193.5439999999999
2007-09-02,1099.489
2007-09-03,1424.4609999999998
2007-09-04,1411.292
2007-09-05,1407.592
2007-09-06,1430.7839999999999
2007-09-07,1429.646
2007-09-08,1246.9810000000002
2007-09-09,1130.7329999999995
2007-09-10,1443.7079999999999
2007-09-11,1439.069
2007-09-12,1431.0790000000006
2007-09-13,1411.745
2007-09-14,1411.9299999999994
2007-09-15,1235.884
2007-09-16,1092.3049999999996
2007-09-17,1425.4880000000005
2007-09-18,1461.307
2007-09-19,1443.422
2007-09-20,1438.2820000000004
2007-09-21,1417.4389999999999
2007-09-22,1209.763
2007-09-23,1103.904
2007-09-24,1430.9219999999998
2007-09-25,1455.4599999999994
2007-09-26,1452.04
2007-09-27,1501.5860000000007
2007-09-28,1465.4010000000005
2007-09-29,1260.661
2007-09-30,1129.8080000000002
2007-10-01,1418.3420000000006
2007-10-02,1445.997
2007-10-03,1158.327
2007-10-04,1428.652
2007-10-05,1414.1070000000002
2007-10-06,1214.7319999999995
2007-10-07,1106.1989999999996
2007-10-08,1439.7100000000007
2007-10-09,1470.859
2007-10-10,1466.5850000000007
2007-10-11,1470.398
2007-10-12,1499.2870000000007
2007-10-13,1228.714
2007-10-14,1117.7320000000002
2007-10-15,1449.2679999999998
2007-10-16,1472.721
2007-10-17,1497.8049999999994
2007-10-18,1507.1640000000002
2007-10-19,1501.243
2007-10-20,1279.587
2007-10-21,1190.5500000000004
2007-10-22,1506.371
2007-10-23,1538.694
2007-10-24,1540.7209999999998
2007-10-25,1522.0269999999994
2007-10-26,1506.3120000000001
2007-10-27,1296.302
2007-10-28,1185.0170000000005
2007-10-29,1506.281
2007-10-30,1514.6270000000006
2007-10-31,1472.331
2007-11-01,1300.8049999999996
2007-11-02,1408.2089999999994
2007-11-03,1287.15
2007-11-04,1186.636
2007-11-05,1494.4519999999998
2007-11-06,1591.535
2007-11-07,1644.8729999999996
2007-11-08,1580.649
2007-11-09,1610.09
2007-11-10,1373.29
2007-11-11,1238.464
2007-11-12,1553.3670000000004
2007-11-13,1561.059
2007-11-14,1556.708
2007-11-15,1539.7160000000006
2007-11-16,1544.6129999999994
2007-11-17,1349.997
2007-11-18,1224.475
2007-11-19,1558.245
2007-11-20,1573.7690000000002
2007-11-21,1552.344
2007-11-22,1548.0790000000006
2007-11-23,1532.874
2007-11-24,1351.308
2007-11-25,1294.132
2007-11-26,1599.7720000000004
2007-11-27,1595.457
2007-11-28,1587.481
2007-11-29,1610.842
2007-11-30,1586.737
2007-12-01,1385.0239999999994
2007-12-02,1299.6239999999998
2007-12-03,1617.7840000000006
2007-12-04,1593.1229999999996
2007-12-05,1591.5520000000006
2007-12-06,1587.4499999999994
2007-12-07,1614.9999999999998
2007-12-08,1380.6930000000002
2007-12-09,1246.85
2007-12-10,1545.3189999999993
2007-12-11,1571.0930000000005
2007-12-12,1574.2490000000007
2007-12-13,1556.4439999999993
2007-12-14,1546.3760000000002
2007-12-15,1340.326
2007-12-16,1247.58
2007-12-17,1543.4549999999995
2007-12-18,1564.052
2007-12-19,1557.2089999999994
2007-12-20,1531.2900000000006
2007-12-21,1457.683
2007-12-22,1305.698
2007-12-23,1226.681
2007-12-24,1168.744
2007-12-25,1112.363
2007-12-26,1120.2510000000002
2007-12-27,1287.2450000000003
2007-12-28,1308.5939999999996
2007-12-29,1256.5100000000004
2007-12-30,1142.2010000000002
2007-12-31,1145.5820000000006
2008-01-01,1083.424
2008-01-02,1396.4830000000006
2008-01-03,1523.4270000000001
2008-01-04,1512.4289999999994
2008-01-05,1355.8429999999996
2008-01-06,1209.011
2008-01-07,1542.9840000000006
2008-01-08,1565.447
2008-01-09,1561.7680000000007
2008-01-10,1571.9589999999994
2008-01-11,1551.7560000000005
2008-01-12,1355.1920000000002
2008-01-13,1225.854
2008-01-14,1556.149
2008-01-15,1596.221
2008-01-16,1575.6629999999998
2008-01-17,1548.4720000000002
2008-01-18,1549.215
2008-01-19,1352.255
2008-01-20,1224.458
2008-01-21,1552.516
2008-01-22,1565.0220000000006
2008-01-23,1557.6429999999993
2008-01-24,1568.3729999999996
2008-01-25,1599.434
2008-01-26,1409.606
2008-01-27,1272.8599999999994
2008-01-28,1516.204
2008-01-29,1531.764
2008-01-30,1556.6459999999993
2008-01-31,1593.5
2008-02-01,1604.6910000000007
2008-02-02,1355.3759999999995
2008-02-03,1223.6090000000004
2008-02-04,1481.1540000000002
2008-02-05,1536.1429999999998
2008-02-06,1572.79
2008-02-07,1566.6090000000006
2008-02-08,1503.4149999999993
2008-02-09,1293.027
2008-02-10,1179.2
2008-02-11,1492.0479999999998
2008-02-12,1523.91
2008-02-13,1542.293
2008-02-14,1556.974
2008-02-15,1538.6039999999994
2008-02-16,1326.7609999999995
2008-02-17,1229.443
2008-02-18,1560.8659999999993
2008-02-19,1554.795
2008-02-20,1551.6029999999996
2008-02-21,1571.934
2008-02-22,1606.2989999999998
2008-02-23,1361.091
2008-02-24,1191.572
2008-02-25,1507.333
2008-02-26,1557.302
2008-02-27,1582.0779999999993
2008-02-28,1513.1790000000005
2008-02-29,1502.001
2008-03-01,1375.9029999999998
2008-03-02,1265.8889999999994
2008-03-03,1519.856
2008-03-04,1545.5079999999996
2008-03-05,1529.2299999999998
2008-03-06,1570.6120000000005
2008-03-07,1488.568
2008-03-08,1283.302
2008-03-09,1182.8100000000004
2008-03-10,1484.8460000000007
2008-03-11,1531.191
2008-03-12,1571.014
2008-03-13,1573.429
2008-03-14,1510.365
2008-03-15,1267.466
2008-03-16,1165.8509999999994
2008-03-17,1508.6
2008-03-18,1512.219
2008-03-19,1502.994
2008-03-20,1492.826
2008-03-21,1228.3249999999996
2008-03-22,1208.5810000000001
2008-03-23,1088.27
2008-03-24,1115.5129999999997
2008-03-25,1464.3629999999996
2008-03-26,1529.7340000000006
2008-03-27,1495.9589999999994
2008-03-28,1460.372
2008-03-29,1281.289
2008-03-30,1167.593
2008-03-31,1435.773
2008-04-01,1468.0380000000002
2008-04-02,1488.001
2008-04-03,1491.993
2008-04-04,1465.8970000000004
2008-04-05,1271.197
2008-04-06,1156.181
2008-04-07,1471.491
2008-04-08,1472.065
2008-04-09,1476.398
2008-04-10,1478.682
2008-04-11,1454.682
2008-04-12,1229.588
2008-04-13,1119.972
2008-04-14,1456.9129999999998
2008-04-15,1482.648
2008-04-16,1467.958
2008-04-17,1458.3300000000006
2008-04-18,1435.3670000000006
2008-04-19,1259.607
2008-04-20,1110.0379999999998
2008-04-21,1457.043
2008-04-22,1484.8339999999994
2008-04-23,1420.2430000000006
2008-04-24,1416.9329999999998
2008-04-25,1401.4720000000002
2008-04-26,1183.2620000000004
2008-04-27,1065.066
2008-04-28,1409.408
2008-04-29,1419.4920000000004
2008-04-30,1374.4979999999996
2008-05-01,1026.167
2008-05-02,1201.579
2008-05-03,1109.6529999999998
2008-05-04,1031.472
2008-05-05,1357.382
2008-05-06,1382.9600000000007
2008-05-07,1379.2210000000002
2008-05-08,1370.6430000000005
2008-05-09,1344.0
2008-05-10,1120.047
2008-05-11,957.0260000000001
2008-05-12,989.434
2008-05-13,1332.1500000000005
2008-05-14,1368.785
2008-05-15,1380.475
2008-05-16,1367.0010000000002
2008-05-17,1184.4239999999998
2008-05-18,1062.978
2008-05-19,1363.6070000000002
2008-05-20,1370.487
2008-05-21,1370.9150000000004
2008-05-22,1163.613
2008-05-23,1258.231
2008-05-24,1128.052
2008-05-25,1050.947
2008-05-26,1381.911
2008-05-27,1398.667
2008-05-28,1429.2839999999994
2008-05-29,1409.8549999999993
2008-05-30,1399.015
2008-05-31,1190.04
2008-06-01,1060.393
2008-06-02,1379.592
2008-06-03,1389.905
2008-06-04,1397.524
2008-06-05,1393.8589999999995
2008-06-06,1357.0350000000005
2008-06-07,1165.5
2008-06-08,1045.6
2008-06-09,1355.783
2008-06-10,1380.759
2008-06-11,1371.815
2008-06-12,1368.1079999999995
2008-06-13,1346.021
2008-06-14,1133.244
2008-06-15,1035.383
2008-06-16,1343.318
2008-06-17,1368.6229999999996
2008-06-18,1373.078
2008-06-19,1371.182
2008-06-20,1340.465
2008-06-21,1139.909
2008-06-22,1060.216
2008-06-23,1380.828
2008-06-24,1368.7700000000002
2008-06-25,1383.384
2008-06-26,1373.5510000000004
2008-06-27,1372.4620000000002
2008-06-28,1163.0120000000004
2008-06-29,1038.1720000000003
2008-06-30,1346.4219999999998
2008-07-01,1380.2879999999998
2008-07-02,1397.098
2008-07-03,1404.763
2008-07-04,1355.6380000000004
2008-07-05,1129.876
2008-07-06,1041.7089999999996
2008-07-07,1338.1989999999996
2008-07-08,1370.6700000000005
2008-07-09,1369.517
2008-07-10,1369.5399999999995
2008-07-11,1352.139
2008-07-12,1146.6340000000002
2008-07-13,1029.2429999999997
2008-07-14,1324.471
2008-07-15,1345.8189999999995
2008-07-16,1359.3720000000005
2008-07-17,1362.2529999999995
2008-07-18,1333.6150000000002
2008-07-19,1119.765
2008-07-20,1031.0739999999996
2008-07-21,1334.297
2008-07-22,1334.409
2008-07-23,1326.7469999999996
2008-07-24,1324.8740000000005
2008-07-25,1314.2279999999996
2008-07-26,1142.5739999999996
2008-07-27,1039.321
2008-07-28,1330.953
2008-07-29,1359.0790000000004
2008-07-30,1350.439
2008-07-31,1350.2530000000004
2008-08-01,1328.425
2008-08-02,1117.795
2008-08-03,1046.408
2008-08-04,1349.0009999999995
2008-08-05,1344.579
2008-08-06,1334.72
2008-08-07,1359.001
2008-08-08,1327.8020000000001
2008-08-09,1132.256
2008-08-10,1047.261
2008-08-11,1340.211
2008-08-12,1385.901
2008-08-13,1375.1079999999995
2008-08-14,1359.224
2008-08-15,1307.5320000000004
2008-08-16,1126.0969999999998
2008-08-17,1031.5999999999997
2008-08-18,1337.886
2008-08-19,1373.632
2008-08-20,1371.919
2008-08-21,1360.0720000000001
2008-08-22,1352.729
2008-08-23,1152.0110000000002
2008-08-24,1043.285
2008-08-25,1346.9730000000004
2008-08-26,1372.0200000000002
2008-08-27,1378.0790000000006
2008-08-28,1397.4580000000005
2008-08-29,1376.3380000000002
2008-08-30,1133.253
2008-08-31,1040.452
2008-09-01,1386.4190000000006
2008-09-02,1399.8689999999995
2008-09-03,1409.4209999999994
2008-09-04,1405.8439999999994
2008-09-05,1369.4399999999996
2008-09-06,1177.6260000000002
2008-09-07,1073.2729999999997
2008-09-08,1368.8829999999996
2008-09-09,1385.6149999999993
2008-09-10,1416.681
2008-09-11,1406.6219999999994
2008-09-12,1409.7870000000007
2008-09-13,1177.7860000000005
2008-09-14,1055.011
2008-09-15,1395.1049999999998
2008-09-16,1426.671
2008-09-17,1429.3479999999995
